https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011293.pub3/full| Allergy & intolerance | Sublingual immunotherapy for asthma | Rebecca Fortescue, Kayleigh M Kew, Marco Shiu Tsun Leung | 14 September 2020
https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009628.pub2/full | Mental health | Structural magnetic resonance imaging for the early diagnosis of dementia due to Alzheimer's disease in people with mild cognitive impairment | Gemma Lombardi, Giada Crescioli, Enrica Cavedo, Ersilia Lucenteforte, Giovanni Casazza, Alessandro‐Giacco Bellatorre, Chiara Lista, Giorgio Costantino, Giovanni Frisoni, Gianni Virgili, Graziella Filippini | 2 March 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012670.pub2/full | Mental health | Benzodiazepines for treatment of patients with delirium excluding those who are cared for in an intensive care unit | Yan Li, Jun Ma, Yinghui Jin, Nan Li, Rui Zheng, Wei Mu, Jiaying Wang, Jin Hua Si, Jing Chen, Hong Cai Shang | 28 February 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012277.pub3/full | Mental health | Computerised cognitive training for 12 or more weeks for maintaining cognitive function in cognitively healthy people in late life | Nicola J Gates, Anne WS Rutjes, Marcello Di Nisio, Salman Karim, Lee‐Yee Chong, Evrim March, Gabriel Martínez, Robin WM Vernooij | 27 February 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011961.pub2/full | Mental health | Cognitive training interventions for dementia and mild cognitive impairment in Parkinson’s disease | Vasiliki Orgeta, Kathryn R McDonald, Ellen Poliakoff, John Vincent Hindle, Linda Clare, Iracema Leroi | 26 February 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000040.pub3/full | Methodology | Conflicts of interest in clinical guidelines, advisory committee reports, opinion pieces, and narrative reviews: associations with recommendations | Camilla Hansen Nejstgaard, Lisa Bero, Asbjørn Hróbjartsson, Anders W Jørgensen, Karsten Juhl Jørgensen, Mary Le, Andreas Lundh | 8 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000045.pub2/full | Methodology | Factors that impact on recruitment to randomised trials in health care: a qualitative evidence synthesis | Catherine Houghton, Maura Dowling, Pauline Meskell, Andrew Hunter, Heidi Gardner, Aislinn Conway, Shaun Treweek, Katy Sutcliffe, Jane Noyes, Declan Devane, Jane R Nicholas, Linda M Biesty | 7 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000047.pub2/full | Methodology | Financial conflicts of interest in systematic reviews: associations with results, conclusions, and methodological quality | Camilla Hansen, Andreas Lundh, Kristine Rasmussen, Asbjørn Hróbjartsson | 5 August 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000041.pub2/full | Methodology | Search strategies to identify observational studies in MEDLINE and Embase | Li Li, Helen E Smith, Rifat Atun, Lorainne Tudor Car | 12 March 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000005.pub4/full | Methodology | Full publication of results initially presented in abstracts | Roberta W Scherer, Joerg J Meerpohl, Nadine Pfeifer, Christine Schmucker, Guido Schwarzer, Erik von Elm | 20 November 2018

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000013.pub6/full | Methodology | Strategies to improve recruitment to randomised trials | Shaun Treweek, Marie Pitkethly, Jonathan Cook, Cynthia Fraser, Elizabeth Mitchell, Frank Sullivan, Catherine Jackson, Tyna K Taskila, Heidi Gardner | 22 February 2018

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011450.pub2/full | Methodology | Endoscopic scoring indices for evaluation of disease activity in ulcerative colitis | Nadia Mohammed Vashist, Mark Samaan, Mahmoud H Mosli, Claire E Parker, John K MacDonald, Sigrid A Nelson, GY Zou, Brian G Feagan, Reena Khanna, Vipul Jairath | 16 January 2018

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000039.pub2/full | Methodology | Eliciting adverse effects data from participants in clinical trials | Elizabeth N Allen, Clare IR Chandler, Nyaradzo Mandimika, Cordelia Leisegang, Karen Barnes | 16 January 2018

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000033.pub3/full | Methodology | Industry sponsorship and research outcome | Andreas Lundh, Joel Lexchin, Barbara Mintzes, Jeppe B Schroll, Lisa Bero | 16 February 2017

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000007.pub3/full | Methodology | Individual participant data meta‐analyses compared with meta‐analyses based on aggregate data | Catrin Tudur Smith, Maura Marcucci, Sarah J Nolan, Alfonso Iorio, Maria Sudell, Richard Riley, Maroeska M Rovers, Paula R Williamson | 6 September 2016

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000038.pub2/full | Methodology | Interventions to prevent misconduct and promote integrity in research and publication | Ana Marusic, Elizabeth Wager, Ana Utrobicic, Hannah R Rothstein, Dario Sambunjak | 4 April 2016

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000043.pub2/full | Methodology | Comparison of central adjudication of outcomes and onsite outcome assessment on treatment effect estimates | Lee Aymar Ndounga Diakou, Ludovic Trinquart, Asbjørn Hróbjartsson, Caroline Barnes, Amelie Yavchitz, Philippe Ravaud, Isabelle Boutron | 10 March 2016

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000036.pub2/full | Methodology | Strategies designed to help healthcare professionals to recruit participants to research studies | Nancy J Preston, Morag C Farquhar, Catherine E Walshe, Clare Stevinson, Gail Ewing, Lynn A Calman, Sorrel Burden, Christine Brown Wilson, Jane B Hopkinson, Chris Todd | 29 February 2016

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000042.pub2/full | Methodology | Comparison of self‐administered survey questionnaire responses collected using mobile apps versus other methods | José S Marcano Belisario, Jan Jamsek, Kit Huckvale, John O'Donoghue, Cecily P Morrison, Josip Car | 27 July 2015

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000035.pub2/full | Methodology | Bias due to selective inclusion and reporting of outcomes and analyses in systematic reviews of randomised trials of healthcare interventions | Matthew J Page, Joanne E McKenzie, Jamie Kirkham, Kerry Dwan, Sharon Kramer, Sally Green, Andrew Forbes | 1 October 2014

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000034.pub2/full | Methodology | Healthcare outcomes assessed with observational study designs compared with those assessed in randomized trials | Andrew Anglemyer, Hacsi T Horvath, Lisa Bero | 29 April 2014

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000032.pub2/full | Methodology | Strategies to improve retention in randomised trials | Valerie C Brueton, Jayne Tierney, Sally Stenning, Seeromanie Harding, Sarah Meredith, Irwin Nazareth, Greta Rait | 3 December 2013

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000022.pub3/full | Methodology | Search strategies to identify diagnostic accuracy studies in MEDLINE and EMBASE | Rebecca Beynon, Mariska M.G. Leeflang, Steve McDonald, Anne Eisinga, Ruth L Mitchell, Penny Whiting, Julie M Glanville | 11 September 2013

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000030.pub2/full | Methodology | Consolidated standards of reporting trials (CONSORT) and the completeness of reporting of randomised controlled trials (RCTs) published in medical journals | Lucy Turner, Larissa Shamseer, Douglas G Altman, Laura Weeks, Jodi Peters, Thilo Kober, Sofia Dias, Kenneth F Schulz, Amy C Plint, David Moher | 14 November 2012

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000024.pub3/full | Methodology | New treatments compared to established treatments in randomized trials | Benjamin Djulbegovic, Ambuj Kumar, Paul P Glasziou, Rafael Perera, Tea Reljic, Louise Dent, James Raftery, Marit Johansen, Gian Luca Di Tanna, Branko Miladinovic, Heloisa P Soares, Gunn E Vist, Iain Chalmers | 17 October 2012

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000027.pub2/full | Methodology | Methods for obtaining unpublished data | Taryn Young, Sally Hopewell | 9 November 2011

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000025.pub2/full | Methodology | Blinded versus unblinded assessments of risk of bias in studies included in a systematic review | Kate Morissette, Andrea C Tricco, Tanya Horsley, Maggie H Chen, David Moher | 7 September 2011

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000026.pub2/full | Methodology | Checking reference lists to find additional studies for systematic reviews | Tanya Horsley, Orvie Dingwall, Margaret Sampson | 10 August 2011

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000012.pub3/full | Methodology | Randomisation to protect against selection bias in healthcare trials | Jan Odgaard‐Jensen, Gunn E Vist, Antje Timmer, Regina Kunz, Elie A Akl, Holger Schünemann, Matthias Briel, Alain J Nordmann, Silvia Pregno, Andrew D Oxman | 13 April 2011

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.MR000031.pub2/full | Methodology | Comparison of protocols and registry entries to published reports for randomised controlled trials | Kerry Dwan, Douglas G Altman, Lynne Cresswell, Michaela Blundell, Carrol L Gamble, Paula R Williamson | 19 January 2011

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013046.pub2/full | Neonatal care | Vitamin D supplementation for term breastfed infants to prevent vitamin D deficiency and improve bone health | May Loong Tan, Steven A Abrams, David A Osborn | 11 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013278.pub2/full | Neonatal care | Early treatment versus expectant management of hemodynamically significant patent ductus arteriosus for preterm infants | Souvik Mitra, Alexandra Scrivens, Adelaide M Kursell, Tim Disher | 10 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013465.pub2/full | Neonatal care | Individualized versus standard diet fortification for growth and development in preterm infants receiving human milk | Veronica Fabrizio, Jennifer M Trzaski, Elizabeth A Brownell, Patricia Esposito, Shabnam Lainwala, Mary M Lussier, James I Hagadorn | 23 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD002271.pub3/full | Neonatal care | Continuous positive airway pressure (CPAP) for respiratory distress in preterm infants | Jacqueline J Ho, Prema Subramaniam, Peter G Davis | 15 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD002975.pub2/full | Neonatal care | Early versus delayed continuous positive airway pressure (CPAP) for respiratory distress in preterm infants | Jacqueline J Ho, Prema Subramaniam, Aarany Sivakaanthan, Peter G Davis | 15 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005496.pub5/full | Neonatal care | Probiotics to prevent necrotising enterocolitis in very preterm or very low birth weight infants | Sahar Sharif, Nicholas Meader, Sam J Oddie, Maria Ximena Rojas-Reyes, William McGuire | 15 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012273.pub2/full | Neonatal care | Branched‐chain amino acid supplementation for improving growth and development in term and preterm neonates | Shoichiro Amari, Sadequa Shahrook, Fumihiko Namba, Erika Ota, Rintaro Mori | 2 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000433.pub3/full | Neonatal care | Protein supplementation of human milk for promoting growth in preterm infants | Emma A Amissah, Julie Brown, Jane E Harding | 23 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001862.pub4/full | Neonatal care | Interventions for preventing ophthalmia neonatorum | Vimal Scott Kapoor, Jennifer R Evans, S Swaroop Vedula | 21 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000280.pub3/full | Neonatal care | Carbohydrate supplementation of human milk to promote growth in preterm infants | Emma A Amissah, Julie Brown, Jane E Harding | 8 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000341.pub3/full | Neonatal care | Fat supplementation of human milk for promoting growth in preterm infants | Emma A Amissah, Julie Brown, Jane E Harding | 25 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013202.pub2/full | Neonatal care | Stem cell‐based interventions for the prevention of morbidity and mortality following hypoxic‐ischaemic encephalopathy in newborn infants | Matteo Bruschettini, Olga Romantsik, Alvaro Moreira, David Ley, Bernard Thébaud | 19 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013392.pub2/full | Neonatal care | Early fortification of human milk versus late fortification to promote growth in preterm infants | Sivam Thanigainathan, Thangaraj Abiramalatha | 29 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012241.pub2/full | Neonatal care | Education of family members to support weaning to solids and nutrition in later infancy in term‐born infants | Shalini Ojha, Zenab Elfzzani, T'ng Chang Kwok, Jon Dorling | 25 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012362.pub3/full | Neonatal care | Head midline position for preventing the occurrence or extension of germinal matrix‐intraventricular haemorrhage in preterm infants | Olga Romantsik, Maria Grazia Calevo, Matteo Bruschettini | 7 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012011.pub2/full | Neonatal care | Use of reflective materials during phototherapy for newborn infants with unconjugated hyperbilirubinaemia | Hans Van Rostenberghe, Jacqueline J Ho, Choo Hau Lim, Intan Juliana Abd Hamid | 1 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003959.pub4/full | Neonatal care | Higher versus lower protein intake in formula‐fed low birth weight infants | Tanis R Fenton, Heidi Al-Wassia, Shahirose S Premji, Reg S Sauve | 23 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000343.pub4/full | Neonatal care | Multi‐nutrient fortification of human milk for preterm infants | Jennifer Valeska Elli Brown, Luling Lin, Nicholas D Embleton, Jane E Harding, William McGuire | 3 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013231.pub2/full | Neonatal care | Non‐invasive respiratory support for the management of transient tachypnea of the newborn | Luca Moresco, Olga Romantsik, Maria Grazia Calevo, Matteo Bruschettini | 17 April 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013104.pub2/full | Neonatal care | Clonidine for pain in non‐ventilated infants | Olga Romantsik, Maria Grazia Calevo, Elisabeth Norman, Matteo Bruschettini | 9 April 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013141.pub2/full | Neonatal care | Early versus late parenteral nutrition for critically ill term and late preterm infants | Kwi Moon, Gayatri K Athalye‐Jape, Uday Rao, Shripada C Rao | 8 April 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007137.pub6/full | Neonatal care | Enteral lactoferrin supplementation for prevention of sepsis and necrotizing enterocolitis in preterm infants | Mohan Pammi, Gautham Suresh | 31 March 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012982.pub2/full | Neonatal care | Death audits and reviews for reducing maternal, perinatal and child mortality | Merlin L Willcox, Jessica Price, Sophie Scott, Brian D Nicholson, Beth Stuart, Nia W Roberts, Helen Allott, Vincent Mubangizi, Alexandre Dumont, Anthony Harnden | 25 March 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004953.pub4/full | Neonatal care | Sustained versus standard inflations during neonatal resuscitation to prevent mortality and improve respiratory outcomes | Matteo Bruschettini, Colm PF O'Donnell, Peter G Davis, Colin J Morley, Lorenzo Moja, Maria Grazia Calevo | 18 March 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012935.pub2/full | Neonatal care | Diaphragm‐triggered non‐invasive respiratory support in preterm infants | Dimple Goel, Ju Lee Oei, John Smyth, Tim Schindler | 17 March 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010655.pub3/full | Neurology | Interventions for leg cramps in pregnancy | Li Luo, Kunyan Zhou, Jing Zhang, Liangzhi Xu, Weiyao Yin | 4 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009280.pub3/full | Neurology | Iron chelators for acute stroke | Lars E Van der Loo, René Aquarius, Onno Teernstra, Catharina JM Klijn, Tomas Menovsky, J Marc C Dijk, Ronald Bartels, Hieronymus Damianus Boogaarts | 25 November 2020
